0.1	5	8.28239e-26
0.1	5.23564	7.55362e-26
0.1	5.48239	6.88898e-26
0.1	5.74077	6.28282e-26
0.1	6.01132	5.73001e-26
0.1	6.29463	5.22583e-26
0.1	6.59128	4.76601e-26
0.1	6.90192	4.34665e-26
0.1	7.2272	3.96419e-26
0.1	7.56781	3.61538e-26
0.1	7.92447	3.29727e-26
0.1	8.29793	3.00715e-26
0.1	8.689	2.74256e-26
0.1	9.0985	2.50124e-26
0.1	9.5273	2.28116e-26
0.1	9.97631	2.08044e-26
0.1	10.4465	1.89739e-26
0.1	10.9388	1.73044e-26
0.1	11.4543	1.57818e-26
0.1	11.9942	1.43931e-26
0.1	12.5594	1.31267e-26
0.1	13.1513	1.19717e-26
0.1	13.7711	1.09183e-26
0.1	14.4202	9.95761e-27
0.1	15.0998	9.08145e-27
0.1	15.8114	8.28239e-27
0.1	16.5566	7.55362e-27
0.1	17.3368	6.88898e-27
0.1	18.1539	6.28282e-27
0.1	19.0095	5.73001e-27
0.1	19.9054	5.22583e-27
0.1	20.8435	4.76601e-27
0.1	21.8258	4.34665e-27
0.1	22.8544	3.96419e-27
0.1	23.9315	3.61538e-27
0.1	25.0594	3.29727e-27
0.1	26.2404	3.00715e-27
0.1	27.477	2.74256e-27
0.1	28.772	2.50124e-27
0.1	30.128	2.28116e-27
0.1	31.5479	2.08044e-27
0.1	33.0347	1.89739e-27
0.1	34.5915	1.73044e-27
0.1	36.2218	1.57818e-27
0.1	37.9289	1.43931e-27
0.1	39.7164	1.31267e-27
0.1	41.5882	1.19717e-27
0.1	43.5482	1.09183e-27
0.1	45.6005	9.95761e-28
0.1	47.7496	9.08145e-28
0.1	50	8.28239e-28
0.1	52.3564	7.55362e-28
0.1	54.8239	6.88898e-28
0.1	57.4077	6.28282e-28
0.1	60.1132	5.73001e-28
0.1	62.9463	5.22583e-28
0.1	65.9128	4.76601e-28
0.1	69.0192	4.34665e-28
0.1	72.272	3.96419e-28
0.1	75.6781	3.61538e-28
0.1	79.2447	3.29727e-28
0.1	82.9793	3.00715e-28
0.1	86.89	2.74256e-28
0.1	90.985	2.50124e-28
0.1	95.273	2.28116e-28
0.1	99.7631	2.08044e-28
0.1	104.465	1.89739e-28
0.1	109.388	1.73044e-28
0.1	114.543	1.57818e-28
0.1	119.942	1.43931e-28
0.1	125.594	1.31267e-28
0.1	131.513	1.19717e-28
0.1	137.711	1.09183e-28
0.1	144.202	9.95761e-29
0.1	150.998	9.08145e-29
0.1	158.114	8.28239e-29
0.1	165.566	7.55362e-29
0.1	173.368	6.88898e-29
0.1	181.539	6.28282e-29
0.1	190.095	5.73001e-29
0.1	199.054	5.22583e-29
0.1	208.435	4.76601e-29
0.1	218.258	4.34665e-29
0.1	228.544	3.96419e-29
0.1	239.315	3.61538e-29
0.1	250.594	3.29727e-29
0.1	262.404	3.00715e-29
0.1	274.77	2.74256e-29
0.1	287.72	2.50124e-29
0.1	301.28	2.28116e-29
0.1	315.479	2.08044e-29
0.1	330.347	1.89739e-29
0.1	345.915	1.73044e-29
0.1	362.218	1.57818e-29
0.1	379.289	1.43931e-29
0.1	397.164	1.31267e-29
0.1	415.882	1.19717e-29
0.1	435.482	1.09183e-29
0.1	456.005	9.95761e-30
0.1	477.496	9.08145e-30
0.1	500	8.28239e-30
0.1	523.564	7.55362e-30
0.1	548.239	6.88898e-30
0.1	574.077	6.28282e-30
0.1	601.132	5.73001e-30
0.1	629.463	5.22583e-30
0.1	659.128	4.76601e-30
0.1	690.192	4.34665e-30
0.1	722.72	3.96419e-30
0.1	756.781	3.61538e-30
0.1	792.447	3.29727e-30
0.1	829.793	3.00715e-30
0.1	868.9	2.74256e-30
0.1	909.85	2.50124e-30
0.1	952.73	2.28116e-30
0.1	997.631	2.08044e-30
0.12	5	1.74437e-25
0.12	5.23564	1.59088e-25
0.12	5.48239	1.4509e-25
0.12	5.74077	1.32324e-25
0.12	6.01132	1.20681e-25
0.12	6.29463	1.10062e-25
0.12	6.59128	1.00378e-25
0.12	6.90192	9.15458e-26
0.12	7.2272	8.34907e-26
0.12	7.56781	7.61445e-26
0.12	7.92447	6.94445e-26
0.12	8.29793	6.33344e-26
0.12	8.689	5.77614e-26
0.12	9.0985	5.26792e-26
0.12	9.5273	4.80439e-26
0.12	9.97631	4.38164e-26
0.12	10.4465	3.99611e-26
0.12	10.9388	3.6445e-26
0.12	11.4543	3.32382e-26
0.12	11.9942	3.03136e-26
0.12	12.5594	2.76464e-26
0.12	13.1513	2.52138e-26
0.12	13.7711	2.29953e-26
0.12	14.4202	2.09719e-26
0.12	15.0998	1.91266e-26
0.12	15.8114	1.74437e-26
0.12	16.5566	1.59088e-26
0.12	17.3368	1.4509e-26
0.12	18.1539	1.32324e-26
0.12	19.0095	1.20681e-26
0.12	19.9054	1.10062e-26
0.12	20.8435	1.00378e-26
0.12	21.8258	9.15458e-27
0.12	22.8544	8.34908e-27
0.12	23.9315	7.61445e-27
0.12	25.0594	6.94446e-27
0.12	26.2404	6.33344e-27
0.12	27.477	5.77614e-27
0.12	28.772	5.26792e-27
0.12	30.128	4.80439e-27
0.12	31.5479	4.38164e-27
0.12	33.0347	3.99611e-27
0.12	34.5915	3.6445e-27
0.12	36.2218	3.32382e-27
0.12	37.9289	3.03136e-27
0.12	39.7164	2.76464e-27
0.12	41.5882	2.52138e-27
0.12	43.5482	2.29953e-27
0.12	45.6005	2.09719e-27
0.12	47.7496	1.91266e-27
0.12	50	1.74437e-27
0.12	52.3564	1.59088e-27
0.12	54.8239	1.4509e-27
0.12	57.4077	1.32324e-27
0.12	60.1132	1.20681e-27
0.12	62.9463	1.10062e-27
0.12	65.9128	1.00378e-27
0.12	69.0192	9.15458e-28
0.12	72.272	8.34908e-28
0.12	75.6781	7.61445e-28
0.12	79.2447	6.94446e-28
0.12	82.9793	6.33344e-28
0.12	86.89	5.77614e-28
0.12	90.985	5.26792e-28
0.12	95.273	4.80439e-28
0.12	99.7631	4.38164e-28
0.12	104.465	3.99611e-28
0.12	109.388	3.6445e-28
0.12	114.543	3.32382e-28
0.12	119.942	3.03136e-28
0.12	125.594	2.76464e-28
0.12	131.513	2.52138e-28
0.12	137.711	2.29953e-28
0.12	144.202	2.09719e-28
0.12	150.998	1.91266e-28
0.12	158.114	1.74437e-28
0.12	165.566	1.59088e-28
0.12	173.368	1.4509e-28
0.12	181.539	1.32324e-28
0.12	190.095	1.20681e-28
0.12	199.054	1.10062e-28
0.12	208.435	1.00378e-28
0.12	218.258	9.15458e-29
0.12	228.544	8.34908e-29
0.12	239.315	7.61445e-29
0.12	250.594	6.94446e-29
0.12	262.404	6.33344e-29
0.12	274.77	5.77614e-29
0.12	287.72	5.26792e-29
0.12	301.28	4.80439e-29
0.12	315.479	4.38164e-29
0.12	330.347	3.99611e-29
0.12	345.915	3.6445e-29
0.12	362.218	3.32382e-29
0.12	379.289	3.03136e-29
0.12	397.164	2.76464e-29
0.12	415.882	2.52138e-29
0.12	435.482	2.29953e-29
0.12	456.005	2.09719e-29
0.12	477.496	1.91266e-29
0.12	500	1.74437e-29
0.12	523.564	1.59088e-29
0.12	548.239	1.4509e-29
0.12	574.077	1.32324e-29
0.12	601.132	1.20681e-29
0.12	629.463	1.10062e-29
0.12	659.128	1.00378e-29
0.12	690.192	9.15458e-30
0.12	722.72	8.34908e-30
0.12	756.781	7.61445e-30
0.12	792.447	6.94446e-30
0.12	829.793	6.33344e-30
0.12	868.9	5.77614e-30
0.12	909.85	5.26792e-30
0.12	952.73	4.80439e-30
0.12	997.631	4.38164e-30
0.14	5	8.41878e-25
0.14	5.23564	7.67802e-25
0.14	5.48239	7.00244e-25
0.14	5.74077	6.3863e-25
0.14	6.01132	5.82435e-25
0.14	6.29463	5.31189e-25
0.14	6.59128	4.8445e-25
0.14	6.90192	4.41824e-25
0.14	7.2272	4.02949e-25
0.14	7.56781	3.67493e-25
0.14	7.92447	3.35157e-25
0.14	8.29793	3.05667e-25
0.14	8.689	2.78772e-25
0.14	9.0985	2.54244e-25
0.14	9.5273	2.31872e-25
0.14	9.97631	2.1147e-25
0.14	10.4465	1.92863e-25
0.14	10.9388	1.75893e-25
0.14	11.4543	1.60417e-25
0.14	11.9942	1.46302e-25
0.14	12.5594	1.33429e-25
0.14	13.1513	1.21688e-25
0.14	13.7711	1.10981e-25
0.14	14.4202	1.01216e-25
0.14	15.0998	9.23101e-26
0.14	15.8114	8.41878e-26
0.14	16.5566	7.67802e-26
0.14	17.3368	7.00244e-26
0.14	18.1539	6.3863e-26
0.14	19.0095	5.82435e-26
0.14	19.9054	5.31189e-26
0.14	20.8435	4.8445e-26
0.14	21.8258	4.41824e-26
0.14	22.8544	4.02949e-26
0.14	23.9315	3.67493e-26
0.14	25.0594	3.35159e-26
0.14	26.2404	3.05667e-26
0.14	27.477	2.78772e-26
0.14	28.772	2.54244e-26
0.14	30.128	2.31872e-26
0.14	31.5479	2.1147e-26
0.14	33.0347	1.92863e-26
0.14	34.5915	1.75894e-26
0.14	36.2218	1.60417e-26
0.14	37.9289	1.46302e-26
0.14	39.7164	1.33429e-26
0.14	41.5882	1.21688e-26
0.14	43.5482	1.10981e-26
0.14	45.6005	1.01216e-26
0.14	47.7496	9.23101e-27
0.14	50	8.41878e-27
0.14	52.3564	7.67802e-27
0.14	54.8239	7.00244e-27
0.14	57.4077	6.3863e-27
0.14	60.1132	5.82435e-27
0.14	62.9463	5.31189e-27
0.14	65.9128	4.8445e-27
0.14	69.0192	4.41824e-27
0.14	72.272	4.02949e-27
0.14	75.6781	3.67493e-27
0.14	79.2447	3.35159e-27
0.14	82.9793	3.05667e-27
0.14	86.89	2.78772e-27
0.14	90.985	2.54244e-27
0.14	95.273	2.31872e-27
0.14	99.7631	2.1147e-27
0.14	104.465	1.92863e-27
0.14	109.388	1.75894e-27
0.14	114.543	1.60417e-27
0.14	119.942	1.46302e-27
0.14	125.594	1.33429e-27
0.14	131.513	1.21688e-27
0.14	137.711	1.10981e-27
0.14	144.202	1.01216e-27
0.14	150.998	9.23101e-28
0.14	158.114	8.41878e-28
0.14	165.566	7.67802e-28
0.14	173.368	7.00244e-28
0.14	181.539	6.3863e-28
0.14	190.095	5.82435e-28
0.14	199.054	5.31189e-28
0.14	208.435	4.8445e-28
0.14	218.258	4.41824e-28
0.14	228.544	4.02949e-28
0.14	239.315	3.67493e-28
0.14	250.594	3.35159e-28
0.14	262.404	3.05667e-28
0.14	274.77	2.78772e-28
0.14	287.72	2.54244e-28
0.14	301.28	2.31872e-28
0.14	315.479	2.1147e-28
0.14	330.347	1.92863e-28
0.14	345.915	1.75894e-28
0.14	362.218	1.60417e-28
0.14	379.289	1.46302e-28
0.14	397.164	1.33429e-28
0.14	415.882	1.21688e-28
0.14	435.482	1.10981e-28
0.14	456.005	1.01216e-28
0.14	477.496	9.23101e-29
0.14	500	8.41878e-29
0.14	523.564	7.67802e-29
0.14	548.239	7.00244e-29
0.14	574.077	6.3863e-29
0.14	601.132	5.82435e-29
0.14	629.463	5.31189e-29
0.14	659.128	4.8445e-29
0.14	690.192	4.41824e-29
0.14	722.72	4.02949e-29
0.14	756.781	3.67493e-29
0.14	792.447	3.35159e-29
0.14	829.793	3.05667e-29
0.14	868.9	2.78772e-29
0.14	909.85	2.54244e-29
0.14	952.73	2.31872e-29
0.14	997.631	2.1147e-29
0.16	5	1.23056e-25
0.16	5.23564	1.12229e-25
0.16	5.48239	1.02354e-25
0.16	5.74077	9.33476e-26
0.16	6.01132	8.51341e-26
0.16	6.29463	7.76432e-26
0.16	6.59128	7.08115e-26
0.16	6.90192	6.45807e-26
0.16	7.2272	5.88983e-26
0.16	7.56781	5.3716e-26
0.16	7.92447	4.89897e-26
0.16	8.29793	4.46789e-26
0.16	8.689	4.07478e-26
0.16	9.0985	3.71623e-26
0.16	9.5273	3.38925e-26
0.16	9.97631	3.09103e-26
0.16	10.4465	2.81905e-26
0.16	10.9388	2.57101e-26
0.16	11.4543	2.34479e-26
0.16	11.9942	2.13847e-26
0.16	12.5594	1.95031e-26
0.16	13.1513	1.77871e-26
0.16	13.7711	1.6222e-26
0.16	14.4202	1.47946e-26
0.16	15.0998	1.34928e-26
0.16	15.8114	1.23056e-26
0.16	16.5566	1.12229e-26
0.16	17.3368	1.02354e-26
0.16	18.1539	9.33476e-27
0.16	19.0095	8.51341e-27
0.16	19.9054	7.76432e-27
0.16	20.8435	7.08115e-27
0.16	21.8258	6.45807e-27
0.16	22.8544	5.88983e-27
0.16	23.9315	5.3716e-27
0.16	25.0594	4.89897e-27
0.16	26.2404	4.46789e-27
0.16	27.477	4.07478e-27
0.16	28.772	3.71623e-27
0.16	30.128	3.38925e-27
0.16	31.5479	3.09103e-27
0.16	33.0347	2.81905e-27
0.16	34.5915	2.57101e-27
0.16	36.2218	2.34479e-27
0.16	37.9289	2.13847e-27
0.16	39.7164	1.95031e-27
0.16	41.5882	1.77871e-27
0.16	43.5482	1.6222e-27
0.16	45.6005	1.47946e-27
0.16	47.7496	1.34928e-27
0.16	50	1.23056e-27
0.16	52.3564	1.12229e-27
0.16	54.8239	1.02354e-27
0.16	57.4077	9.33476e-28
0.16	60.1132	8.51341e-28
0.16	62.9463	7.76432e-28
0.16	65.9128	7.08115e-28
0.16	69.0192	6.45807e-28
0.16	72.272	5.88983e-28
0.16	75.6781	5.3716e-28
0.16	79.2447	4.89897e-28
0.16	82.9793	4.46789e-28
0.16	86.89	4.07478e-28
0.16	90.985	3.71623e-28
0.16	95.273	3.38925e-28
0.16	99.7631	3.09103e-28
0.16	104.465	2.81905e-28
0.16	109.388	2.57101e-28
0.16	114.543	2.34479e-28
0.16	119.942	2.13847e-28
0.16	125.594	1.95031e-28
0.16	131.513	1.77871e-28
0.16	137.711	1.6222e-28
0.16	144.202	1.47946e-28
0.16	150.998	1.34928e-28
0.16	158.114	1.23056e-28
0.16	165.566	1.12229e-28
0.16	173.368	1.02354e-28
0.16	181.539	9.33476e-29
0.16	190.095	8.51341e-29
0.16	199.054	7.76432e-29
0.16	208.435	7.08115e-29
0.16	218.258	6.45807e-29
0.16	228.544	5.88983e-29
0.16	239.315	5.3716e-29
0.16	250.594	4.89897e-29
0.16	262.404	4.46789e-29
0.16	274.77	4.07478e-29
0.16	287.72	3.71623e-29
0.16	301.28	3.38925e-29
0.16	315.479	3.09103e-29
0.16	330.347	2.81905e-29
0.16	345.915	2.57101e-29
0.16	362.218	2.34479e-29
0.16	379.289	2.13847e-29
0.16	397.164	1.95031e-29
0.16	415.882	1.77871e-29
0.16	435.482	1.6222e-29
0.16	456.005	1.47946e-29
0.16	477.496	1.34928e-29
0.16	500	1.23056e-29
0.16	523.564	1.12229e-29
0.16	548.239	1.02354e-29
0.16	574.077	9.33476e-30
0.16	601.132	8.51341e-30
0.16	629.463	7.76432e-30
0.16	659.128	7.08115e-30
0.16	690.192	6.45807e-30
0.16	722.72	5.88983e-30
0.16	756.781	5.3716e-30
0.16	792.447	4.89897e-30
0.16	829.793	4.46789e-30
0.16	868.9	4.07478e-30
0.16	909.85	3.71623e-30
0.16	952.73	3.38925e-30
0.16	997.631	3.09103e-30
0.18	5	1.24455e-25
0.18	5.23564	1.13504e-25
0.18	5.48239	1.03517e-25
0.18	5.74077	9.44087e-26
0.18	6.01132	8.61018e-26
0.18	6.29463	7.85257e-26
0.18	6.59128	7.16163e-26
0.18	6.90192	6.53147e-26
0.18	7.2272	5.9568e-26
0.18	7.56781	5.43267e-26
0.18	7.92447	4.95463e-26
0.18	8.29793	4.51867e-26
0.18	8.689	4.12108e-26
0.18	9.0985	3.75848e-26
0.18	9.5273	3.42778e-26
0.18	9.97631	3.12616e-26
0.18	10.4465	2.8511e-26
0.18	10.9388	2.60024e-26
0.18	11.4543	2.37144e-26
0.18	11.9942	2.16278e-26
0.18	12.5594	1.97248e-26
0.18	13.1513	1.79892e-26
0.18	13.7711	1.64064e-26
0.18	14.4202	1.49628e-26
0.18	15.0998	1.36462e-26
0.18	15.8114	1.24455e-26
0.18	16.5566	1.13504e-26
0.18	17.3368	1.03517e-26
0.18	18.1539	9.44087e-27
0.18	19.0095	8.61018e-27
0.18	19.9054	7.85257e-27
0.18	20.8435	7.16163e-27
0.18	21.8258	6.53147e-27
0.18	22.8544	5.9568e-27
0.18	23.9315	5.43267e-27
0.18	25.0594	4.95463e-27
0.18	26.2404	4.51867e-27
0.18	27.477	4.12108e-27
0.18	28.772	3.75848e-27
0.18	30.128	3.42778e-27
0.18	31.5479	3.12616e-27
0.18	33.0347	2.8511e-27
0.18	34.5915	2.60024e-27
0.18	36.2218	2.37144e-27
0.18	37.9289	2.16278e-27
0.18	39.7164	1.97248e-27
0.18	41.5882	1.79892e-27
0.18	43.5482	1.64064e-27
0.18	45.6005	1.49628e-27
0.18	47.7496	1.36462e-27
0.18	50	1.24455e-27
0.18	52.3564	1.13504e-27
0.18	54.8239	1.03517e-27
0.18	57.4077	9.44087e-28
0.18	60.1132	8.61018e-28
0.18	62.9463	7.85257e-28
0.18	65.9128	7.16163e-28
0.18	69.0192	6.53147e-28
0.18	72.272	5.9568e-28
0.18	75.6781	5.43267e-28
0.18	79.2447	4.95463e-28
0.18	82.9793	4.51867e-28
0.18	86.89	4.12108e-28
0.18	90.985	3.75848e-28
0.18	95.273	3.42778e-28
0.18	99.7631	3.12616e-28
0.18	104.465	2.8511e-28
0.18	109.388	2.60024e-28
0.18	114.543	2.37144e-28
0.18	119.942	2.16278e-28
0.18	125.594	1.97248e-28
0.18	131.513	1.79892e-28
0.18	137.711	1.64064e-28
0.18	144.202	1.49628e-28
0.18	150.998	1.36462e-28
0.18	158.114	1.24455e-28
0.18	165.566	1.13504e-28
0.18	173.368	1.03517e-28
0.18	181.539	9.44087e-29
0.18	190.095	8.61018e-29
0.18	199.054	7.85257e-29
0.18	208.435	7.16163e-29
0.18	218.258	6.53147e-29
0.18	228.544	5.9568e-29
0.18	239.315	5.43267e-29
0.18	250.594	4.95463e-29
0.18	262.404	4.51867e-29
0.18	274.77	4.12108e-29
0.18	287.72	3.75848e-29
0.18	301.28	3.42778e-29
0.18	315.479	3.12616e-29
0.18	330.347	2.8511e-29
0.18	345.915	2.60024e-29
0.18	362.218	2.37144e-29
0.18	379.289	2.16278e-29
0.18	397.164	1.97248e-29
0.18	415.882	1.79892e-29
0.18	435.482	1.64064e-29
0.18	456.005	1.49628e-29
0.18	477.496	1.36462e-29
0.18	500	1.24455e-29
0.18	523.564	1.13504e-29
0.18	548.239	1.03517e-29
0.18	574.077	9.44087e-30
0.18	601.132	8.61018e-30
0.18	629.463	7.85257e-30
0.18	659.128	7.16163e-30
0.18	690.192	6.53147e-30
0.18	722.72	5.9568e-30
0.18	756.781	5.43267e-30
0.18	792.447	4.95463e-30
0.18	829.793	4.51867e-30
0.18	868.9	4.12108e-30
0.18	909.85	3.75848e-30
0.18	952.73	3.42778e-30
0.18	997.631	3.12616e-30
0.2	5	1.82052e-25
0.2	5.23564	1.66033e-25
0.2	5.48239	1.51424e-25
0.2	5.74077	1.381e-25
0.2	6.01132	1.25949e-25
0.2	6.29463	1.14867e-25
0.2	6.59128	1.0476e-25
0.2	6.90192	9.5542e-26
0.2	7.2272	8.71354e-26
0.2	7.56781	7.94684e-26
0.2	7.92447	7.24761e-26
0.2	8.29793	6.6099e-26
0.2	8.689	6.02829e-26
0.2	9.0985	5.49786e-26
0.2	9.5273	5.01414e-26
0.2	9.97631	4.57294e-26
0.2	10.4465	4.17055e-26
0.2	10.9388	3.8036e-26
0.2	11.4543	3.46893e-26
0.2	11.9942	3.16369e-26
0.2	12.5594	2.88532e-26
0.2	13.1513	2.63144e-26
0.2	13.7711	2.39991e-26
0.2	14.4202	2.18874e-26
0.2	15.0998	1.99615e-26
0.2	15.8114	1.82052e-26
0.2	16.5566	1.66033e-26
0.2	17.3368	1.51424e-26
0.2	18.1539	1.381e-26
0.2	19.0095	1.25949e-26
0.2	19.9054	1.14867e-26
0.2	20.8435	1.0476e-26
0.2	21.8258	9.5542e-27
0.2	22.8544	8.71354e-27
0.2	23.9315	7.94684e-27
0.2	25.0594	7.24761e-27
0.2	26.2404	6.6099e-27
0.2	27.477	6.02829e-27
0.2	28.772	5.49786e-27
0.2	30.128	5.01414e-27
0.2	31.5479	4.57294e-27
0.2	33.0347	4.17055e-27
0.2	34.5915	3.8036e-27
0.2	36.2218	3.46893e-27
0.2	37.9289	3.16369e-27
0.2	39.7164	2.88532e-27
0.2	41.5882	2.63144e-27
0.2	43.5482	2.39991e-27
0.2	45.6005	2.18874e-27
0.2	47.7496	1.99615e-27
0.2	50	1.82052e-27
0.2	52.3564	1.66033e-27
0.2	54.8239	1.51424e-27
0.2	57.4077	1.381e-27
0.2	60.1132	1.25949e-27
